analyte_id	analyte_submitter_id	case_id	case_submitter_id	project_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	ribosomal_rna_28s_16s_ratio	analyte_volume	well_number	analyte_type	analyte_quantity	normal_tumor_genotype_snp_match	state	a260_a280_ratio	amount	spectrophotometer_method	analyte_type_id	concentration
a849a073-2086-4d9d-aceb-5b3b7c721bcc	TCGA-LG-A9QC-01A-31-A645-42-X031-S08	8c2783ef-aa41-44c9-be87-fa4c84108f1e	TCGA-LG-A9QC	TCGA-LIHC	c8b18401-ab61-4925-a022-62b5f7190139	TCGA-LG-A9QC-01A	dd6ccfe8-1adb-44e7-bd44-72c3ad7fa6c5	TCGA-LG-A9QC-01A-31-A645-42	--	--	--	DNA	--	--	released	--	--	--	--	--
4835cc8b-62fe-4ead-b621-3d4b28deb739	TCGA-LG-A9QD-01A-21-A646-42-X038-S02	948a9bbc-60b0-4fb7-a707-76bc41294217	TCGA-LG-A9QD	TCGA-LIHC	3b829cbd-1abb-41f8-9633-597e6b79e362	TCGA-LG-A9QD-01A	41a999c7-62d5-4ab7-9ca5-f39ef96141cd	TCGA-LG-A9QD-01A-21-A646-42	--	--	--	DNA	--	--	released	--	--	--	--	--
6df6a9bc-f6db-462a-bba4-75da84c7a4c4	TCGA-CC-A123-01A-22-A645-42-X032-S07	e2f6d3aa-b817-4193-a550-8e53265aa336	TCGA-CC-A123	TCGA-LIHC	98eeca7b-4918-4176-927d-0ac1e48c5d7e	TCGA-CC-A123-01A	855e9254-23f8-426e-9a20-d4a42a2662ea	TCGA-CC-A123-01A-22-A645-42	--	--	--	DNA	--	--	released	--	--	--	--	--
da3b009d-3b5b-4421-818c-4562fbb6b0b5	TCGA-BC-A10T-01A-31-A645-42-X037-S08	8a9cde9a-c38c-423e-bc14-354ee26468c9	TCGA-BC-A10T	TCGA-LIHC	d2f6cea0-ecec-49f1-a851-e332e79ce098	TCGA-BC-A10T-01A	31861258-f778-40b3-a2a4-e4e8f00794b2	TCGA-BC-A10T-01A-31-A645-42	--	--	--	DNA	--	--	released	--	--	--	--	--
1c9dd895-31f4-4a81-b824-d93ec5af47ae	TCGA-DD-AACB-01A-21-A646-42-X035-S09	6d2e8bc2-ca86-41c1-ae49-289e20fce758	TCGA-DD-AACB	TCGA-LIHC	b6104862-f135-46a7-86a4-1e12b96386e6	TCGA-DD-AACB-01A	39f9069f-8aa1-46ee-b127-69157c3a94a1	TCGA-DD-AACB-01A-21-A646-42	--	--	--	DNA	--	--	released	--	--	--	--	--
8ca2c818-4aae-4d39-853c-fc914b87c9ca	TCGA-CC-A7IF-01A-12D	e0674b82-2fba-421e-be62-58efd0348d44	TCGA-CC-A7IF	TCGA-LIHC	85bf24dd-ed33-4b46-9739-1994ae3a2c91	TCGA-CC-A7IF-01A	c3cddd4e-e517-493d-8ff2-92efb274ff41	TCGA-CC-A7IF-01A-12	--	--	--	DNA	--	--	released	--	--	PicoGreen	D	0.16
081373d0-e8d0-4ebc-87b0-cc946a4c5ac0	TCGA-CC-A7IF-01A-31-A646-42-X027-S06	e0674b82-2fba-421e-be62-58efd0348d44	TCGA-CC-A7IF	TCGA-LIHC	85bf24dd-ed33-4b46-9739-1994ae3a2c91	TCGA-CC-A7IF-01A	310b2961-4223-4541-ae8b-c22e20775318	TCGA-CC-A7IF-01A-31-A646-42	--	--	--	DNA	--	--	released	--	--	--	--	--
3b1aa523-d386-4fe2-833d-052fd76c898b	TCGA-BC-A10W-01A-31-A645-42-X042-S04	39baf24a-4032-4c23-b3fe-2c50df1881f6	TCGA-BC-A10W	TCGA-LIHC	18fd84d2-dda5-4916-b42b-5ee6ac00496f	TCGA-BC-A10W-01A	a4c8ebcb-c1ad-43c3-96d3-17ac788e0c9e	TCGA-BC-A10W-01A-31-A645-42	--	--	--	DNA	--	--	released	--	--	--	--	--
99eece1d-2d76-44eb-b14a-cbfceb49fbb0	TCGA-DD-AADM-01A-11R	62c02da8-e4b4-4294-9923-8992d187fc7b	TCGA-DD-AADM	TCGA-LIHC	96ff95cf-c5d9-4a58-b252-74859c1a8103	TCGA-DD-AADM-01A	9511f576-7828-4a60-9b8a-02363da41b1c	TCGA-DD-AADM-01A-11	--	released	RNA	--	1.88	0.16	UV Spec	R	--	--	--	--
246bbc12-5682-458b-9416-bc89c486ded2	TCGA-DD-AADM-01A-11D	62c02da8-e4b4-4294-9923-8992d187fc7b	TCGA-DD-AADM	TCGA-LIHC	96ff95cf-c5d9-4a58-b252-74859c1a8103	TCGA-DD-AADM-01A	9511f576-7828-4a60-9b8a-02363da41b1c	TCGA-DD-AADM-01A-11	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
78afe5dd-8008-46aa-9cad-99a9de160571	TCGA-DD-AADM-10A-01D	62c02da8-e4b4-4294-9923-8992d187fc7b	TCGA-DD-AADM	TCGA-LIHC	4c91e251-d6f6-4c06-9a93-7eb352fe1325	TCGA-DD-AADM-10A	2e8dff31-a8a4-4e0f-8238-7e9306c82e09	TCGA-DD-AADM-10A-01	--	released	DNA	--	--	0.14	PicoGreen	D	--	--	--	--
9527c5be-2d96-4289-b84e-4ba5ddb0f723	TCGA-MR-A520-01A-11R	25e893ad-a0fd-45ae-9aa9-9bcd7c2ec8e5	TCGA-MR-A520	TCGA-LIHC	d7f0e432-c20b-4b2b-8d73-2a235f339be7	TCGA-MR-A520-01A	edff7231-87aa-4808-b68e-7d2fde28ec4c	TCGA-MR-A520-01A-11	--	released	RNA	--	1.83	0.17	UV Spec	R	--	--	--	--
1b62fc5d-c0d9-456d-b29c-53e8801937ce	TCGA-MR-A520-01A-11W	25e893ad-a0fd-45ae-9aa9-9bcd7c2ec8e5	TCGA-MR-A520	TCGA-LIHC	d7f0e432-c20b-4b2b-8d73-2a235f339be7	TCGA-MR-A520-01A	edff7231-87aa-4808-b68e-7d2fde28ec4c	TCGA-MR-A520-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
262f4802-f979-4fe9-9894-3fd11cf325f3	TCGA-MR-A520-01A-11D	25e893ad-a0fd-45ae-9aa9-9bcd7c2ec8e5	TCGA-MR-A520	TCGA-LIHC	d7f0e432-c20b-4b2b-8d73-2a235f339be7	TCGA-MR-A520-01A	edff7231-87aa-4808-b68e-7d2fde28ec4c	TCGA-MR-A520-01A-11	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
94eea2f3-433e-4ef7-9900-f8c7e20f6a32	TCGA-MR-A520-10A-01D	25e893ad-a0fd-45ae-9aa9-9bcd7c2ec8e5	TCGA-MR-A520	TCGA-LIHC	36fd208d-27bd-4b79-9595-970317dae647	TCGA-MR-A520-10A	40c572da-d8f9-4680-bc29-53a444773059	TCGA-MR-A520-10A-01	--	released	DNA	--	--	0.14	PicoGreen	D	--	--	--	--
af86b67c-b604-490d-ac0c-00d897824733	TCGA-MR-A520-10A-01W	25e893ad-a0fd-45ae-9aa9-9bcd7c2ec8e5	TCGA-MR-A520	TCGA-LIHC	36fd208d-27bd-4b79-9595-970317dae647	TCGA-MR-A520-10A	40c572da-d8f9-4680-bc29-53a444773059	TCGA-MR-A520-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
b0c9b425-fe7c-4a1d-9521-257ceb6a1115	TCGA-DD-AAW2-01A-11D	03df105e-a005-4577-bfdb-9644758d778e	TCGA-DD-AAW2	TCGA-LIHC	6af93255-f2a0-43b1-b78f-2e8f53bf6764	TCGA-DD-AAW2-01A	5bebb427-2013-498b-b88f-ff6b4309743d	TCGA-DD-AAW2-01A-11	--	released	DNA	--	--	0.15	PicoGreen	D	--	--	--	--
dfeb3986-25a3-4c27-a17c-ff9a979e391e	TCGA-DD-AAW2-01A-11R	03df105e-a005-4577-bfdb-9644758d778e	TCGA-DD-AAW2	TCGA-LIHC	6af93255-f2a0-43b1-b78f-2e8f53bf6764	TCGA-DD-AAW2-01A	5bebb427-2013-498b-b88f-ff6b4309743d	TCGA-DD-AAW2-01A-11	--	released	RNA	--	1.87	0.15	UV Spec	R	--	--	--	--
d63a8753-7717-404f-8816-d341862aafe3	TCGA-DD-AAW2-10A-01D	03df105e-a005-4577-bfdb-9644758d778e	TCGA-DD-AAW2	TCGA-LIHC	0713bf49-3146-47fb-98e9-85fb85f36855	TCGA-DD-AAW2-10A	c66f9137-aae3-439c-a64f-0b4c013bc74a	TCGA-DD-AAW2-10A-01	--	released	DNA	--	--	0.14	PicoGreen	D	--	--	--	--
34327796-3611-4ca6-a5e0-9d2ac485e6d6	TCGA-2Y-A9GZ-10A-01D	0e8c3831-def9-4efa-9f93-8942072d6a77	TCGA-2Y-A9GZ	TCGA-LIHC	2204e822-e145-42f7-802c-d08dd312ca68	TCGA-2Y-A9GZ-10A	5fb40dde-01d3-4572-8856-73bbeb5ad43d	TCGA-2Y-A9GZ-10A-01	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
3e389072-1b32-485a-ba6b-eb2c3519cea2	TCGA-2Y-A9GZ-10A-01W	0e8c3831-def9-4efa-9f93-8942072d6a77	TCGA-2Y-A9GZ	TCGA-LIHC	2204e822-e145-42f7-802c-d08dd312ca68	TCGA-2Y-A9GZ-10A	5fb40dde-01d3-4572-8856-73bbeb5ad43d	TCGA-2Y-A9GZ-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
b0058280-2f94-491e-a77b-57e53a26a43d	TCGA-2Y-A9GZ-01A-11W	0e8c3831-def9-4efa-9f93-8942072d6a77	TCGA-2Y-A9GZ	TCGA-LIHC	dd954cb4-abf3-417f-a1e1-ca745b60750c	TCGA-2Y-A9GZ-01A	95a00416-a624-4634-8eaa-78ee8465e018	TCGA-2Y-A9GZ-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
a8a84d40-ea70-4859-9db2-18976e0144da	TCGA-2Y-A9GZ-01A-11D	0e8c3831-def9-4efa-9f93-8942072d6a77	TCGA-2Y-A9GZ	TCGA-LIHC	dd954cb4-abf3-417f-a1e1-ca745b60750c	TCGA-2Y-A9GZ-01A	95a00416-a624-4634-8eaa-78ee8465e018	TCGA-2Y-A9GZ-01A-11	--	released	DNA	--	--	0.17	PicoGreen	D	--	--	--	--
79ae076b-c991-4879-b9a1-52f81156f054	TCGA-2Y-A9GZ-01A-11R	0e8c3831-def9-4efa-9f93-8942072d6a77	TCGA-2Y-A9GZ	TCGA-LIHC	dd954cb4-abf3-417f-a1e1-ca745b60750c	TCGA-2Y-A9GZ-01A	95a00416-a624-4634-8eaa-78ee8465e018	TCGA-2Y-A9GZ-01A-11	--	released	RNA	--	1.85	0.17	UV Spec	R	--	--	--	--
ea311018-f6c2-4632-b52e-62210b83f128	TCGA-LG-A6GG-01A-11R	c618da6d-3c66-4a6a-8832-3526a3b75410	TCGA-LG-A6GG	TCGA-LIHC	18000b40-b2e5-4c32-81fe-c7c208e99f33	TCGA-LG-A6GG-01A	b4ef837c-e7ad-4f84-8c5b-597c4583d171	TCGA-LG-A6GG-01A-11	--	released	RNA	--	1.87	0.17	UV Spec	R	--	--	--	--
8aa7ea2a-7e7a-4287-bd0f-792735910d6d	TCGA-LG-A6GG-01A-11D	c618da6d-3c66-4a6a-8832-3526a3b75410	TCGA-LG-A6GG	TCGA-LIHC	18000b40-b2e5-4c32-81fe-c7c208e99f33	TCGA-LG-A6GG-01A	b4ef837c-e7ad-4f84-8c5b-597c4583d171	TCGA-LG-A6GG-01A-11	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
2dd8f57f-d6d6-462c-8018-d16d211678ae	TCGA-LG-A6GG-01A-11W	c618da6d-3c66-4a6a-8832-3526a3b75410	TCGA-LG-A6GG	TCGA-LIHC	18000b40-b2e5-4c32-81fe-c7c208e99f33	TCGA-LG-A6GG-01A	b4ef837c-e7ad-4f84-8c5b-597c4583d171	TCGA-LG-A6GG-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
6bbc50f4-e320-4dc1-afaf-535f32b7f80d	TCGA-LG-A6GG-10A-01W	c618da6d-3c66-4a6a-8832-3526a3b75410	TCGA-LG-A6GG	TCGA-LIHC	7be1dd54-424f-4f5d-a956-e46a344b46bc	TCGA-LG-A6GG-10A	5b77fc0e-c5a2-4ccd-a87f-bc794c2edb26	TCGA-LG-A6GG-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
ef54b2d5-4043-4161-ab77-463a3a9a82a4	TCGA-LG-A6GG-10A-01D	c618da6d-3c66-4a6a-8832-3526a3b75410	TCGA-LG-A6GG	TCGA-LIHC	7be1dd54-424f-4f5d-a956-e46a344b46bc	TCGA-LG-A6GG-10A	5b77fc0e-c5a2-4ccd-a87f-bc794c2edb26	TCGA-LG-A6GG-10A-01	--	released	DNA	--	--	0.17	PicoGreen	D	--	--	--	--
66bab668-6bb4-4866-b0b7-686bcd79499d	TCGA-LG-A6GG-11A-11D	c618da6d-3c66-4a6a-8832-3526a3b75410	TCGA-LG-A6GG	TCGA-LIHC	861a8370-d72f-4f4a-9b08-d262241701e4	TCGA-LG-A6GG-11A	1c3d2841-12b2-4e07-9cfc-e483b69aa730	TCGA-LG-A6GG-11A-11	--	released	DNA	--	--	0.15	PicoGreen	D	--	--	--	--
9cd9b17e-f389-4f9c-9ab8-430e2cc9b445	TCGA-LG-A6GG-11A-11W	c618da6d-3c66-4a6a-8832-3526a3b75410	TCGA-LG-A6GG	TCGA-LIHC	861a8370-d72f-4f4a-9b08-d262241701e4	TCGA-LG-A6GG-11A	1c3d2841-12b2-4e07-9cfc-e483b69aa730	TCGA-LG-A6GG-11A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
13b77685-bed1-43be-bea1-58d57415a6bd	TCGA-ED-A82E-01A-11R	a96b67ba-6180-4b80-8792-877860421ca0	TCGA-ED-A82E	TCGA-LIHC	f05898c4-ee50-4a7b-8504-1cbb6f7b1e41	TCGA-ED-A82E-01A	aeade236-1f4f-4696-a27a-8e3803a315b0	TCGA-ED-A82E-01A-11	--	released	RNA	--	1.86	0.16	UV Spec	R	--	--	--	--
a2e85e2e-029c-44d6-b1f2-f18299c57c26	TCGA-ED-A82E-01A-11D	a96b67ba-6180-4b80-8792-877860421ca0	TCGA-ED-A82E	TCGA-LIHC	f05898c4-ee50-4a7b-8504-1cbb6f7b1e41	TCGA-ED-A82E-01A	aeade236-1f4f-4696-a27a-8e3803a315b0	TCGA-ED-A82E-01A-11	--	released	DNA	--	--	0.15	PicoGreen	D	--	--	--	--
a570d6a4-9d87-490c-9621-58eb8efd6c07	TCGA-ED-A82E-01A-11W	a96b67ba-6180-4b80-8792-877860421ca0	TCGA-ED-A82E	TCGA-LIHC	f05898c4-ee50-4a7b-8504-1cbb6f7b1e41	TCGA-ED-A82E-01A	aeade236-1f4f-4696-a27a-8e3803a315b0	TCGA-ED-A82E-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
85f82403-b40f-48d6-bf4f-7316f42abfcc	TCGA-ED-A82E-10A-01D	a96b67ba-6180-4b80-8792-877860421ca0	TCGA-ED-A82E	TCGA-LIHC	0c71a7a7-0cfe-430e-92d2-158596514438	TCGA-ED-A82E-10A	fb51f9cb-b3ba-4507-9c41-870d50998f8c	TCGA-ED-A82E-10A-01	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
e4d58132-b7d5-4f6c-a924-d2eb3b9af0db	TCGA-ED-A82E-10A-01W	a96b67ba-6180-4b80-8792-877860421ca0	TCGA-ED-A82E	TCGA-LIHC	0c71a7a7-0cfe-430e-92d2-158596514438	TCGA-ED-A82E-10A	fb51f9cb-b3ba-4507-9c41-870d50998f8c	TCGA-ED-A82E-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
5b60fa4a-93e7-41e8-a597-b6f48879b7fb	TCGA-UB-AA0U-01A-11R	ae8d4b34-d40a-482d-9d45-23242843df00	TCGA-UB-AA0U	TCGA-LIHC	e1af89c8-f9ab-4599-a1f5-c7145d40378e	TCGA-UB-AA0U-01A	a51aa4dd-7385-4167-8669-a821172175fc	TCGA-UB-AA0U-01A-11	--	released	RNA	--	1.85	0.16	UV Spec	R	--	--	--	--
37a0fe92-4f69-4d51-82ec-3c0050954d48	TCGA-UB-AA0U-01A-11D	ae8d4b34-d40a-482d-9d45-23242843df00	TCGA-UB-AA0U	TCGA-LIHC	e1af89c8-f9ab-4599-a1f5-c7145d40378e	TCGA-UB-AA0U-01A	a51aa4dd-7385-4167-8669-a821172175fc	TCGA-UB-AA0U-01A-11	--	released	DNA	--	--	0.14	PicoGreen	D	--	--	--	--
dde8b7c3-4db6-446a-8c91-6f0e742f3880	TCGA-UB-AA0U-01A-11W	ae8d4b34-d40a-482d-9d45-23242843df00	TCGA-UB-AA0U	TCGA-LIHC	e1af89c8-f9ab-4599-a1f5-c7145d40378e	TCGA-UB-AA0U-01A	a51aa4dd-7385-4167-8669-a821172175fc	TCGA-UB-AA0U-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
af3e12e5-1dc3-4ded-941d-b1cd7c584a19	TCGA-UB-AA0U-10A-01W	ae8d4b34-d40a-482d-9d45-23242843df00	TCGA-UB-AA0U	TCGA-LIHC	bb9cfd7b-7ed8-4c42-a260-2ff15ff3c568	TCGA-UB-AA0U-10A	f196f9e8-af7d-408a-a7e1-3db4c5994454	TCGA-UB-AA0U-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
eb91208e-2bfd-45f4-b0ad-4b9386db084e	TCGA-UB-AA0U-10A-01D	ae8d4b34-d40a-482d-9d45-23242843df00	TCGA-UB-AA0U	TCGA-LIHC	bb9cfd7b-7ed8-4c42-a260-2ff15ff3c568	TCGA-UB-AA0U-10A	f196f9e8-af7d-408a-a7e1-3db4c5994454	TCGA-UB-AA0U-10A-01	--	released	DNA	--	--	0.17	PicoGreen	D	--	--	--	--
b0f0aa3a-5502-41a2-9143-f8ef12179d4a	TCGA-G3-A6UC-01A-21R	87aa894e-7676-40b7-9557-6541446d8cea	TCGA-G3-A6UC	TCGA-LIHC	00c2eeb7-b822-4dbd-a127-98aad0c0f184	TCGA-G3-A6UC-01A	8978e783-0890-4a93-8ab3-df69e10ce125	TCGA-G3-A6UC-01A-21	--	released	RNA	--	1.91	0.18	UV Spec	R	--	--	--	--
ebf9b70b-9fa7-43b5-98f6-9d03fcd6e0b5	TCGA-G3-A6UC-01A-21D	87aa894e-7676-40b7-9557-6541446d8cea	TCGA-G3-A6UC	TCGA-LIHC	00c2eeb7-b822-4dbd-a127-98aad0c0f184	TCGA-G3-A6UC-01A	8978e783-0890-4a93-8ab3-df69e10ce125	TCGA-G3-A6UC-01A-21	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
fecca6be-213a-4e6f-bdb8-7649490a6520	TCGA-G3-A6UC-01A-21W	87aa894e-7676-40b7-9557-6541446d8cea	TCGA-G3-A6UC	TCGA-LIHC	00c2eeb7-b822-4dbd-a127-98aad0c0f184	TCGA-G3-A6UC-01A	8978e783-0890-4a93-8ab3-df69e10ce125	TCGA-G3-A6UC-01A-21	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
e190a11e-f2e0-41d0-aff8-808845c82356	TCGA-G3-A6UC-10A-01W	87aa894e-7676-40b7-9557-6541446d8cea	TCGA-G3-A6UC	TCGA-LIHC	4866fe6b-3b37-486e-bfd4-f710dc169c9a	TCGA-G3-A6UC-10A	3cc7ff6d-7fed-46f3-a0c9-29c512164761	TCGA-G3-A6UC-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
49a581f3-a79d-4950-988b-099e3860f0ad	TCGA-G3-A6UC-10A-01D	87aa894e-7676-40b7-9557-6541446d8cea	TCGA-G3-A6UC	TCGA-LIHC	4866fe6b-3b37-486e-bfd4-f710dc169c9a	TCGA-G3-A6UC-10A	3cc7ff6d-7fed-46f3-a0c9-29c512164761	TCGA-G3-A6UC-10A-01	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
6e42b988-7904-481b-9216-af2cc07e1a74	TCGA-BC-A216-11A-11W	4bbdbe77-f3cb-4b64-9826-72debb734784	TCGA-BC-A216	TCGA-LIHC	b3ddee9b-04d5-4fa3-94c1-754bcc2a0f5d	TCGA-BC-A216-11A	92860296-26fd-4767-b8d3-6373be080745	TCGA-BC-A216-11A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
e2770fb7-dd4a-44c7-a538-a51b70b5c940	TCGA-BC-A216-11A-11R	4bbdbe77-f3cb-4b64-9826-72debb734784	TCGA-BC-A216	TCGA-LIHC	b3ddee9b-04d5-4fa3-94c1-754bcc2a0f5d	TCGA-BC-A216-11A	92860296-26fd-4767-b8d3-6373be080745	TCGA-BC-A216-11A-11	--	released	RNA	--	1.95	0.17	UV Spec	R	--	--	--	--
fe9ecdba-cd6b-4d66-bf3a-9076c4a45d3b	TCGA-BC-A216-11A-11D	4bbdbe77-f3cb-4b64-9826-72debb734784	TCGA-BC-A216	TCGA-LIHC	b3ddee9b-04d5-4fa3-94c1-754bcc2a0f5d	TCGA-BC-A216-11A	92860296-26fd-4767-b8d3-6373be080745	TCGA-BC-A216-11A-11	--	released	DNA	--	1.91	0.17	UV Spec	D	--	--	--	--
45830076-4c5f-4fb7-a758-e97fad8d4eb3	TCGA-BC-A216-01A-11D	4bbdbe77-f3cb-4b64-9826-72debb734784	TCGA-BC-A216	TCGA-LIHC	f8b5247f-5276-4189-9041-2d914482d539	TCGA-BC-A216-01A	7ded29cf-7160-4033-ba8d-1253517b424a	TCGA-BC-A216-01A-11	--	released	DNA	--	1.85	0.17	UV Spec	D	--	--	--	--
bf670a7b-adeb-4ace-83b9-afcdee778fe7	TCGA-BC-A216-01A-11W	4bbdbe77-f3cb-4b64-9826-72debb734784	TCGA-BC-A216	TCGA-LIHC	f8b5247f-5276-4189-9041-2d914482d539	TCGA-BC-A216-01A	7ded29cf-7160-4033-ba8d-1253517b424a	TCGA-BC-A216-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
3aaef9cf-2037-4327-aa9f-583ce4910293	TCGA-BC-A216-01A-11R	4bbdbe77-f3cb-4b64-9826-72debb734784	TCGA-BC-A216	TCGA-LIHC	f8b5247f-5276-4189-9041-2d914482d539	TCGA-BC-A216-01A	7ded29cf-7160-4033-ba8d-1253517b424a	TCGA-BC-A216-01A-11	--	released	RNA	--	1.88	0.17	UV Spec	R	--	--	--	--
